movie,genres,main_genre,subgenres,budget,release_month,release_year,production_budget,domestic_gross,foreign_gross,worldwide_gross,total_profit,total_profit_margin,director,birth_year,death_year
The Karate Kid,"Action,Drama,Family",Action,"['Drama', 'Family']",mid,6,2010,40000000,176591618,175183320,351774938,311774938,88.63,Harald Zwart,1965.0,
The Mortal Instruments: City of Bones,"Action,Fantasy,Horror",Action,"['Fantasy', 'Horror']",high,8,2013,60000000,31165421,44800146,75965567,15965567,21.02,Harald Zwart,1965.0,
12 Years a Slave,"Biography,Drama,History",Biography,"['Drama', 'History']",mid,10,2013,20000000,56671993,124353350,181025343,161025343,88.95,Steve McQueen,1969.0,
Magic Mike XXL,"Comedy,Drama,Music",Comedy,"['Drama', 'Music']",mid,7,2015,14500000,66013057,57647540,123660597,109160597,88.27,Gregory Jacobs,,
When the Bough Breaks,"Crime,Drama,Horror",Crime,"['Drama', 'Horror']",mid,9,2016,10000000,29747603,1020846,30768449,20768449,67.5,Jon Cassar,1958.0,
The Intern,"Comedy,Drama",Comedy,['Drama'],mid,9,2015,40000000,75764672,121351038,197115710,157115710,79.71,Nancy Meyers,1949.0,
Pacific Rim: Uprising,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,3,2018,155000000,59874525,231055623,290930148,135930148,46.72,Steven S. DeKnight,,
Dream House,"Drama,Mystery,Thriller",Drama,"['Mystery', 'Thriller']",high,9,2011,50000000,21302340,20339826,41642166,-8357834,-20.07,Jim Sheridan,1949.0,
The Commuter,"Action,Mystery,Thriller",Action,"['Mystery', 'Thriller']",mid,1,2018,40000000,36343858,65641573,101985431,61985431,60.78,Jaume Collet-Serra,1974.0,
Non-Stop,"Action,Mystery,Thriller",Action,"['Mystery', 'Thriller']",high,2,2014,50000000,91742160,130640895,222383055,172383055,77.52,Jaume Collet-Serra,1974.0,
Run All Night,"Action,Drama,Thriller",Action,"['Drama', 'Thriller']",high,3,2015,50000000,26461644,40500000,66961644,16961644,25.33,Jaume Collet-Serra,1974.0,
The Shallows,"Drama,Horror,Thriller",Drama,"['Horror', 'Thriller']",mid,6,2016,13000000,55121623,63641819,118763442,105763442,89.05,Jaume Collet-Serra,1974.0,
Unsullied,"Action,Horror,Thriller",Action,"['Horror', 'Thriller']",low,4,2016,1500000,510957,0,510957,-989043,-193.57,Simeon Rice,1974.0,
Robot & Frank,"Comedy,Crime,Drama",Comedy,"['Crime', 'Drama']",low,8,2012,2500000,3317468,1616888,4934356,2434356,49.33,Jake Schreier,,
Paper Towns,"Comedy,Drama,Mystery",Comedy,"['Drama', 'Mystery']",mid,7,2015,12000000,32000304,53450180,85450484,73450484,85.96,Jake Schreier,,
Speak No Evil,Horror,Horror,[],low,12,2013,150000,0,32927,32927,-117073,-355.55,Roze,,
Pump,Documentary,Documentary,[],low,9,2014,2000000,72277,0,72277,-1927723,-2667.13,Rebecca Harrell Tickell,1980.0,
The Lazarus Effect,"Horror,Mystery,Sci-Fi",Horror,"['Mystery', 'Sci-Fi']",mid,2,2015,5000000,25801570,12557740,38359310,33359310,86.97,David Gelb,1983.0,
Elsa & Fred,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",mid,11,2014,10000000,67657,130244,197901,-9802099,-4953.03,Michael Radford,1946.0,
Death Wish,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,3,2018,30000000,34017028,14558937,48575965,18575965,38.24,Eli Roth,1972.0,
The Green Inferno,"Adventure,Horror",Adventure,['Horror'],low,9,2015,1000000,7192291,5739129,12931420,11931420,92.27,Eli Roth,1972.0,
My Week with Marilyn,"Biography,Drama",Biography,['Drama'],mid,11,2011,10000000,14597405,19643167,34240572,24240572,70.79,Simon Curtis,1960.0,
Woman in Gold,"Biography,Drama,History",Biography,"['Drama', 'History']",mid,4,2015,11000000,33307793,25278614,58586407,47586407,81.22,Simon Curtis,1960.0,
A Lonely Place to Die,"Adventure,Crime,Thriller",Adventure,"['Crime', 'Thriller']",low,3,2012,4000000,0,442550,442550,-3557450,-803.85,Julian Gilbey,,
The Harvest/La Cosecha,Documentary,Documentary,[],low,7,2011,560000,3709,0,3709,-556291,-14998.41,U. Roberto Romano,,2013.0
Bilal: A New Breed of Hero,"Action,Adventure,Animation",Action,"['Adventure', 'Animation']",mid,2,2018,30000000,490973,157626,648599,-29351401,-4525.35,Ayman Jamal,,
Pitch Perfect 2,"Comedy,Music",Comedy,['Music'],mid,5,2015,29000000,184296230,103329238,287625468,258625468,89.92,Elizabeth Banks,1974.0,
Higher Power,"Action,Sci-Fi,Thriller",Action,"['Sci-Fi', 'Thriller']",low,5,2018,500000,528,0,528,-499472,-94596.97,Matthew Charles Santoro,,
The Lost City of Z,"Adventure,Biography,Drama",Adventure,"['Biography', 'Drama']",mid,4,2017,30000000,8574339,8547484,17121823,-12878177,-75.21,James Gray,1969.0,
The Dressmaker,"Comedy,Drama",Comedy,['Drama'],mid,9,2016,11900000,2022115,22019502,24041617,12141617,50.5,Jocelyn Moorhouse,1960.0,
The Guard,"Comedy,Crime,Thriller",Comedy,"['Crime', 'Thriller']",mid,7,2011,6000000,5359774,15837680,21197454,15197454,71.69,John Michael McDonagh,1967.0,
Stoker,"Drama,Thriller",Drama,['Thriller'],mid,3,2013,12000000,1703125,10331788,12034913,34913,0.29,Chan-wook Park,1963.0,
Khiladi 786,"Action,Comedy",Action,['Comedy'],mid,12,2012,5600000,385422,14298341,14683763,9083763,61.86,Ashish R. Mohan,,
Aloft,Drama,Drama,[],mid,5,2015,8000000,53086,184602,237688,-7762312,-3265.76,Claudia Llosa,1976.0,
Burlesque,Drama,Drama,[],high,11,2010,55000000,39440655,51112020,90552675,35552675,39.26,Dominic Deacon,,
It's Kind of a Funny Story,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",mid,10,2010,8000000,6363628,269322,6632950,-1367050,-20.61,Ryan Fleck,1976.0,
Captain Marvel,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,3,2019,175000000,426525952,696535598,1123061550,948061550,84.42,Ryan Fleck,1976.0,
Apollo 18,"Horror,Mystery,Sci-Fi",Horror,"['Mystery', 'Sci-Fi']",mid,9,2011,5000000,17686929,8830890,26517819,21517819,81.14,Gonzalo López-Gallego,,
Twixt,"Comedy,Fantasy,Horror",Comedy,"['Fantasy', 'Horror']",mid,7,2013,7000000,0,1268346,1268346,-5731654,-451.9,Francis Ford Coppola,1939.0,
Tangled,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,11,2010,260000000,200821936,385655304,586477240,326477240,55.67,Byron Howard,1968.0,
The Nut Job 2: Nutty by Nature,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",mid,8,2017,40000000,28370522,29067867,57438389,17438389,30.36,Cal Brunker,,
What to Expect When You're Expecting,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",mid,5,2012,37500000,41152203,47320813,88473016,50973016,57.61,Kirk Jones,1964.0,
My Big Fat Greek Wedding 2,"Comedy,Romance",Comedy,['Romance'],mid,3,2016,18000000,59689605,32406953,92096558,74096558,80.46,Kirk Jones,1964.0,
Meet the Mormons,Documentary,Documentary,[],low,10,2014,2000000,6047363,1808,6049171,4049171,66.94,Blair Treu,,
Jungle Shuffle,"Adventure,Animation",Adventure,['Animation'],mid,3,2015,10000000,0,360898,360898,-9639102,-2670.87,Taedong Park,,
Hansel & Gretel: Witch Hunters,"Action,Fantasy,Horror",Action,"['Fantasy', 'Horror']",high,1,2013,50000000,55703475,159246241,214949716,164949716,76.74,Tommy Wirkola,1979.0,
Clash of the Titans,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",high,4,2010,125000000,163214888,330000000,493214888,368214888,74.66,Louis Leterrier,1973.0,
Now You See Me,"Crime,Mystery,Thriller",Crime,"['Mystery', 'Thriller']",high,5,2013,75000000,117723989,225045211,342769200,267769200,78.12,Louis Leterrier,1973.0,
The Brothers Grimsby,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",mid,3,2016,35000000,6864016,21856454,28720470,-6279530,-21.86,Louis Leterrier,1973.0,
The Joneses,"Biography,Documentary",Biography,['Documentary'],mid,4,2010,10000000,1475746,2065819,3541565,-6458435,-182.36,Moby Longinotto,,
Shut In,"Drama,Mystery,Thriller",Drama,"['Mystery', 'Thriller']",mid,11,2016,10000000,6900335,4460330,11360665,1360665,11.98,Farren Blackburn,,
The Giant Mechanical Man,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",low,4,2012,900000,7396,0,7396,-892604,-12068.74,Lee Kirk,,
Blackhat,"Action,Crime,Thriller",Action,"['Crime', 'Thriller']",high,1,2015,70000000,8005980,11659024,19665004,-50334996,-255.96,Michael Mann,1943.0,
Suffragette,"Biography,Drama,History",Biography,"['Drama', 'History']",mid,10,2015,14000000,4702420,29342489,34044909,20044909,58.88,Sarah Gavron,,
Fist Fight,Comedy,Comedy,[],mid,2,2017,25000000,32187017,8099399,40286416,15286416,37.94,Richie Keen,,
Sanctum,"Adventure,Drama,Thriller",Adventure,"['Drama', 'Thriller']",mid,2,2011,30000000,23209310,85747788,108957098,78957098,72.47,Alister Grierson,,
Veronica Mars,"Crime,Drama,Mystery",Crime,"['Drama', 'Mystery']",mid,3,2014,6000000,3322127,163256,3485383,-2514617,-72.15,Rob Thomas,1965.0,
Hits,"Comedy,Drama",Comedy,['Drama'],low,2,2015,1000000,15156,0,15156,-984844,-6498.05,David Cross,1964.0,
Escobar: Paradise Lost,"Crime,Drama,History",Crime,"['Drama', 'History']",mid,6,2015,17000000,195792,3721887,3917679,-13082321,-333.93,Andrea Di Stefano,1972.0,
Life of Pi,"Adventure,Drama,Fantasy",Adventure,"['Drama', 'Fantasy']",high,11,2012,120000000,124987022,495924981,620912003,500912003,80.67,Ang Lee,1954.0,
Beginners,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",low,6,2011,3200000,5790894,8523513,14314407,11114407,77.64,Mike Mills,1966.0,
August: Osage County,"Comedy,Drama",Comedy,['Drama'],mid,12,2013,25000000,37738810,13000000,50738810,25738810,50.73,John Wells,1956.0,
Begin Again,"Comedy,Drama,Music",Comedy,"['Drama', 'Music']",mid,6,2014,8000000,16170632,52668104,68838736,60838736,88.38,John Carney,1972.0,
Criminal Activities,"Crime,Drama,Thriller",Crime,"['Drama', 'Thriller']",mid,11,2015,7000000,0,386744,386744,-6613256,-1709.98,Jackie Earle Haley,1961.0,
The Masked Saint,"Action,Biography,Crime",Action,"['Biography', 'Crime']",low,1,2016,3500000,182695,0,182695,-3317305,-1815.76,Warren P. Sonoda,,
Warm Bodies,"Comedy,Horror,Romance",Comedy,"['Horror', 'Romance']",mid,2,2013,30000000,66380662,48740946,115121608,85121608,73.94,Jonathan Levine,,
Long Shot,"Comedy,Romance",Comedy,['Romance'],mid,5,2019,40000000,30202860,13508171,43711031,3711031,8.49,Jonathan Levine,,
How to Train Your Dragon 2,"Action,Adventure,Animation",Action,"['Adventure', 'Animation']",high,6,2014,145000000,177002924,437583346,614586270,469586270,76.41,Dean DeBlois,1970.0,
How to Train Your Dragon: The Hidden World,"Action,Adventure,Animation",Action,"['Adventure', 'Animation']",high,2,2019,129000000,160791800,358466483,519258283,390258283,75.16,Dean DeBlois,1970.0,
