movie,genres,main_genre,subgenres,release_month,release_year,budget,production_budget,domestic_gross,foreign_gross,worldwide_gross,total_profit,ROI
The 5th Wave,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",1,2016,mid,38000000,34912982,76423416,111336398,73336398,292.99052105263155
The Gallows,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",7,2015,low,100000,22764410,18892064,41656474,41556474,41656.473999999995
The Gatekeepers,"Documentary,History,War",Documentary,"['History', 'War']",2,2013,low,1500000,2408553,183755,2592308,1092308,172.82053333333334
The Hobbit: The Battle of the Five Armies,"Adventure,Fantasy",Adventure,['Fantasy'],12,2014,high,250000000,255119788,690457833,945577621,695577621,378.23104839999996
Windsor Drive,"Mystery,Thriller",Mystery,['Thriller'],8,2015,low,850000,3256,0,3256,-846744,0.3830588235294118
Alien: Covenant,"Horror,Sci-Fi,Thriller",Horror,"['Sci-Fi', 'Thriller']",5,2017,high,97000000,74262031,164259216,238521247,141521247,245.89819278350515
Endless Love,"Drama,Romance",Drama,['Romance'],2,2014,mid,20000000,23438250,11279923,34718173,14718173,173.590865
ABCD (Any Body Can Dance),"Drama,Music",Drama,['Music'],2,2013,low,1900000,222098,9915136,10137234,8237234,533.5386315789474
The Babadook,"Drama,Horror",Drama,['Horror'],11,2014,low,2000000,950792,6531595,7482387,5482387,374.11935
Fifty Shades of Grey,"Drama,Romance,Thriller",Drama,"['Romance', 'Thriller']",2,2015,mid,40000000,166167230,404830871,570998101,530998101,1427.4952524999999
Strangerland,"Drama,Mystery,Thriller",Drama,"['Mystery', 'Thriller']",7,2015,mid,10000000,17472,143625,161097,-9838903,1.61097
Mary Queen of Scots,"Biography,Drama,History",Biography,"['Drama', 'History']",12,2018,mid,25000000,16468499,30266234,46734733,21734733,186.938932
No Escape,"Documentary,Music",Documentary,['Music'],8,2015,mid,5000000,27288872,15555644,42844516,37844516,856.89032
The Expendables 3,"Action,Adventure,Thriller",Action,"['Adventure', 'Thriller']",8,2014,high,100000000,39322544,170138834,209461378,109461378,209.461378
Fruitvale Station,"Biography,Drama,Romance",Biography,"['Drama', 'Romance']",7,2013,low,900000,16098998,1450647,17549645,16649645,1949.9605555555554
Blue Jasmine,Drama,Drama,[],7,2013,mid,18000000,33404871,69508090,102912961,84912961,571.7386722222221
White House Down,"Action,Drama,Thriller",Action,"['Drama', 'Thriller']",6,2013,high,150000000,73103784,132336603,205440387,55440387,136.960258
Parkland,"Drama,History,Mystery",Drama,"['History', 'Mystery']",10,2013,mid,10000000,641439,974914,1616353,-8383647,16.16353
The Rover,"Action,Crime,Drama",Action,"['Crime', 'Drama']",6,2014,mid,8500000,1109199,2071053,3180252,-5319748,37.41472941176471
The Mummy,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",6,2017,high,195000000,80101125,329852780,409953905,214953905,210.2327717948718
Frances Ha,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",5,2013,low,3000000,4067398,7195371,11262769,8262769,375.42563333333334
Grace Unplugged,"Drama,Music",Drama,['Music'],10,2013,low,1700000,2507159,0,2507159,807159,147.4799411764706
The Lunchbox,"Drama,Romance",Drama,['Romance'],2,2014,low,1700000,4231500,8000000,12231500,10531500,719.5
Stone,"Action,Sci-Fi",Action,['Sci-Fi'],10,2010,mid,22000000,1810078,2254942,4065020,-17934980,18.477363636363638
Jobs,"Biography,Drama",Biography,['Drama'],8,2013,mid,18000000,16131410,27271105,43402515,25402515,241.12508333333332
Rio 2,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",4,2014,high,130000000,131538435,361307856,492846291,362846291,379.11253153846155
Blue Ruin,"Crime,Drama,Thriller",Crime,"['Drama', 'Thriller']",4,2014,low,420000,258384,178618,437002,17002,104.04809523809524
Live by Night,"Action,Crime,Drama",Action,"['Crime', 'Drama']",12,2016,high,65000000,10378555,11395877,21774432,-43225568,33.499126153846156
The Intern,"Comedy,Drama",Comedy,['Drama'],9,2015,mid,40000000,75764672,121351038,197115710,157115710,492.789275
Antarctica: A Year on Ice,"Adventure,Biography,Documentary",Adventure,"['Biography', 'Documentary']",11,2014,low,1000000,288757,0,288757,-711243,28.8757
Runner Runner,"Crime,Thriller",Crime,['Thriller'],10,2013,mid,30000000,19316646,41196034,60512680,30512680,201.70893333333333
The Disappointments Room,"Drama,Horror,Thriller",Drama,"['Horror', 'Thriller']",9,2016,mid,15000000,2423467,1080294,3503761,-11496239,23.358406666666667
Lost River,"Drama,Fantasy,Mystery",Drama,"['Fantasy', 'Mystery']",4,2015,low,2000000,45431,1964213,2009644,9644,100.4822
Need for Speed,"Action,Crime,Thriller",Action,"['Crime', 'Thriller']",3,2014,high,66000000,43568507,150601112,194169619,128169619,294.19639242424245
The Act of Killing,"Crime,Documentary",Crime,['Documentary'],7,2013,low,1000000,486919,740397,1227316,227316,122.73160000000001
Deliver Us from Evil,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",7,2014,mid,30000000,30577122,57379496,87956618,57956618,293.18872666666664
Spectre,"Action,Adventure,Thriller",Action,"['Adventure', 'Thriller']",11,2015,high,300000000,200074175,679546748,879620923,579620923,293.20697433333333
How to Train Your Dragon: The Hidden World,"Action,Adventure,Animation",Action,"['Adventure', 'Animation']",2,2019,high,129000000,160791800,358466483,519258283,390258283,402.5258007751938
Dark Skies,"Horror,Sci-Fi,Thriller",Horror,"['Sci-Fi', 'Thriller']",2,2013,low,3500000,17418667,10285444,27704111,24204111,791.5460285714286
Delivery Man,"Comedy,Drama",Comedy,['Drama'],11,2013,mid,22000000,30659817,39877053,70536870,48536870,320.62213636363634
Flipped,"Drama,Thriller",Drama,['Thriller'],8,2010,mid,14000000,1755212,2534781,4289993,-9710007,30.642807142857144
Ain't Them Bodies Saints,"Crime,Drama,Romance",Crime,"['Drama', 'Romance']",8,2013,mid,5000000,391611,683398,1075009,-3924991,21.50018
Oculus,"Horror,Mystery",Horror,['Mystery'],4,2014,mid,5000000,27695246,16420250,44115496,39115496,882.3099199999999
Cheap Thrills,"Comedy,Crime,Drama",Comedy,"['Crime', 'Drama']",3,2014,low,100000,59424,0,59424,-40576,59.424
Enough Said,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",9,2013,mid,8000000,17550872,8070577,25621449,17621449,320.2681125
Kursk,Drama,Drama,[],6,2019,mid,40000000,0,4212799,4212799,-35787201,10.5319975
Avengers: Age of Ultron,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",5,2015,high,330600000,459005868,944008095,1403013963,1072413963,424.3841388384755
The Homesman,"Drama,Western",Drama,['Western'],11,2014,mid,16000000,2429989,5787582,8217571,-7782429,51.359818749999995
Smurfs: The Lost Village,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",4,2017,high,60000000,45020282,152558304,197578586,137578586,329.2976433333333
They Came Together,"Comedy,Romance",Comedy,['Romance'],6,2014,low,3000000,0,82780,82780,-2917220,2.7593333333333336
Anomalisa,"Animation,Comedy,Drama",Animation,"['Comedy', 'Drama']",12,2015,mid,8000000,3759286,1946882,5706168,-2293832,71.3271
Dom Hemingway,"Comedy,Crime,Drama",Comedy,"['Crime', 'Drama']",4,2014,mid,7000000,523511,1333947,1857458,-5142542,26.535114285714283
The November Man,"Action,Crime,Thriller",Action,"['Crime', 'Thriller']",8,2014,mid,15000000,25018119,9802216,34820335,19820335,232.13556666666668
Carol,"Drama,Romance",Drama,['Romance'],11,2015,mid,11800000,12711491,30132030,42843521,31043521,363.080686440678
The Green Inferno,"Adventure,Horror",Adventure,['Horror'],9,2015,low,1000000,7192291,5739129,12931420,11931420,1293.1419999999998
Desert Dancer,"Biography,Drama,Music",Biography,"['Drama', 'Music']",4,2015,low,4000000,155271,441064,596335,-3403665,14.908375
Gods of Egypt,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",2,2016,high,140000000,31153464,107683292,138836756,-1163244,99.16911142857143
Woman in Gold,"Biography,Drama,History",Biography,"['Drama', 'History']",4,2015,mid,11000000,33307793,25278614,58586407,47586407,532.6037
The Magnificent Seven,"Action,Adventure,Western",Action,"['Adventure', 'Western']",9,2016,high,90000000,93432655,69092501,162525156,72525156,180.58350666666666
The Heat,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",6,2013,mid,43000000,159581587,70146187,229727774,186727774,534.2506372093023
Atomic Blonde,"Action,Mystery,Thriller",Action,"['Mystery', 'Thriller']",7,2017,mid,30000000,51573925,46771498,98345423,68345423,327.8180766666666
Killers,"Action,Crime,Drama",Action,"['Crime', 'Drama']",6,2010,high,75000000,47059963,48512786,95572749,20572749,127.430332
The Campaign,Documentary,Documentary,[],8,2012,high,95000000,86907746,18000000,104907746,9907746,110.42920631578947
Butterfly Girl,Documentary,Documentary,[],2,2015,low,180000,17503,0,17503,-162497,9.723888888888888
Philomena,"Biography,Comedy,Drama",Biography,"['Comedy', 'Drama']",11,2013,mid,12000000,37709979,61253413,98963392,86963392,824.6949333333333
Project Almanac,"Drama,Mystery,Sci-Fi",Drama,"['Mystery', 'Sci-Fi']",1,2015,mid,12000000,22348241,10561196,32909437,20909437,274.24530833333336
Taken 3,"Action,Thriller",Action,['Thriller'],1,2015,mid,48000000,89256424,238400000,327656424,279656424,682.6175499999999
The Peanuts Movie,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",11,2015,high,99000000,130178411,119913199,250091610,151091610,252.61778787878785
Mi America,"Crime,Drama",Crime,['Drama'],10,2016,low,2100000,3330,0,3330,-2096670,0.15857142857142859
And So It Goes,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",7,2014,mid,18000000,15160801,2759212,17920013,-79987,99.55562777777777
Paranormal Activity: The Ghost Dimension,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",10,2015,mid,10000000,18297124,59662250,77959374,67959374,779.59374
Get on Up,"Biography,Drama,Music",Biography,"['Drama', 'Music']",8,2014,mid,30000000,30569935,2769933,33339868,3339868,111.13289333333334
Paranormal Activity: The Marked Ones,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",1,2014,mid,5000000,32462372,58442482,90904854,85904854,1818.09708
Mr. Turner,"Biography,Drama,History",Biography,"['Drama', 'History']",12,2014,mid,14000000,3958546,21228480,25187026,11187026,179.90732857142856
The Last Five Years,"Comedy,Drama,Musical",Comedy,"['Drama', 'Musical']",2,2015,low,2000000,147299,57999,205298,-1794702,10.2649
Palo Alto,Drama,Drama,[],5,2014,low,1000000,767732,388577,1156309,156309,115.6309
Bone Tomahawk,"Adventure,Drama,Horror",Adventure,"['Drama', 'Horror']",10,2015,low,2000000,0,475846,475846,-1524154,23.7923
Aloft,Drama,Drama,[],5,2015,mid,8000000,53086,184602,237688,-7762312,2.9711000000000003
Speak No Evil,Horror,Horror,[],12,2013,low,150000,0,32927,32927,-117073,21.951333333333334
Broken Horses,"Action,Crime,Drama",Action,"['Crime', 'Drama']",9,2015,mid,15000000,0,3471,3471,-14996529,0.023139999999999997
Hotel Transylvania 2,"Animation,Comedy,Family",Animation,"['Comedy', 'Family']",9,2015,high,80000000,169700110,299800188,469500298,389500298,586.8753725
Mud,Drama,Drama,[],4,2013,mid,10000000,21590086,9966873,31556959,21556959,315.56959
Escobar: Paradise Lost,"Crime,Drama,History",Crime,"['Drama', 'History']",6,2015,mid,17000000,195792,3721887,3917679,-13082321,23.045170588235294
Blockers,Comedy,Comedy,[],4,2018,mid,21000000,60311495,33733833,94045328,73045328,447.8348952380952
Wonder,"Drama,Family",Drama,['Family'],11,2017,mid,20000000,132422809,172181903,304604712,284604712,1523.02356
The Light Between Oceans,"Drama,Romance",Drama,['Romance'],9,2016,mid,20000000,12545979,9735753,22281732,2281732,111.40866
"Cinco de Mayo, La Batalla","Drama,History,War",Drama,"['History', 'War']",5,2013,mid,10000000,173472,0,173472,-9826528,1.73472
Crimson Peak,"Drama,Fantasy,Horror",Drama,"['Fantasy', 'Horror']",10,2015,high,55000000,31090320,43876534,74966854,19966854,136.30337090909092
The Second Best Exotic Marigold Hotel,"Comedy,Drama",Comedy,['Drama'],3,2015,mid,10000000,33078266,57306040,90384306,80384306,903.84306
Plastic,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",9,2014,mid,10000000,0,575371,575371,-9424629,5.75371
Pacific Rim: Uprising,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",3,2018,high,155000000,59874525,231055623,290930148,135930148,187.69686967741936
Homefront,Drama,Drama,[],11,2013,mid,22000000,20158492,31536870,51695362,29695362,234.9789181818182
Ballerina,"Biography,Documentary",Biography,['Documentary'],8,2017,mid,30000000,21858070,75034759,96892829,66892829,322.97609666666665
Birdman or (The Unexpected Virtue of Ignorance),"Comedy,Drama",Comedy,['Drama'],10,2014,mid,18000000,42340598,60874496,103215094,85215094,573.4171888888889
Alice Through the Looking Glass,"Adventure,Family,Fantasy",Adventure,"['Family', 'Fantasy']",5,2016,high,170000000,77042381,199885731,276928112,106928112,162.8988894117647
Going in Style,"Comedy,Crime",Comedy,['Crime'],4,2017,mid,24000000,45018541,33654038,78672579,54672579,327.8024125
Me and Earl and the Dying Girl,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",6,2015,mid,8000000,6758416,2507764,9266180,1266180,115.82725
Shut In,"Drama,Mystery,Thriller",Drama,"['Mystery', 'Thriller']",11,2016,mid,10000000,6900335,4460330,11360665,1360665,113.60665
Hell or High Water,"Action,Crime,Drama",Action,"['Crime', 'Drama']",8,2016,mid,12000000,27007844,10576460,37584304,25584304,313.20253333333335
Whiplash,"Drama,Music",Drama,['Music'],10,2014,low,3300000,13092006,25877031,38969037,35669037,1180.879909090909
The Fault in Our Stars,"Drama,Romance",Drama,['Romance'],6,2014,mid,12000000,124872350,182294484,307166834,295166834,2559.7236166666667
Resident Evil: The Final Chapter,"Action,Horror,Sci-Fi",Action,"['Horror', 'Sci-Fi']",1,2017,mid,40000000,26844692,287256498,314101190,274101190,785.252975
Kevin Hart: Let Me Explain,"Comedy,Documentary",Comedy,['Documentary'],7,2013,low,2500000,32244051,83204,32327255,29827255,1293.0901999999999
Pump,Documentary,Documentary,[],9,2014,low,2000000,72277,0,72277,-1927723,3.61385
Baahubali: The Beginning,"Action,Drama",Action,['Drama'],7,2015,mid,40000000,6738000,19998665,26736665,-13263335,66.8416625
Ted 2,Comedy,Comedy,[],6,2015,high,68000000,81476385,135737758,217214143,149214143,319.43256323529414
Hot Tub Time Machine 2,"Comedy,Mystery,Sci-Fi",Comedy,"['Mystery', 'Sci-Fi']",2,2015,mid,14000000,12314651,511993,12826644,-1173356,91.61888571428571
Ben-Hur,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",8,2016,high,95000000,26410477,65259171,91669648,-3330352,96.49436631578948
Midnight Special,"Action,Drama,Mystery",Action,"['Drama', 'Mystery']",3,2016,mid,18000000,3712282,3967968,7680250,-10319750,42.668055555555554
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Documentary,Documentary,[],4,2013,low,500000,152449,0,152449,-347551,30.4898
Star Trek Beyond,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",7,2016,high,185000000,158848340,176953893,335802233,150802233,181.51472054054054
Miss Julie,"Drama,Romance",Drama,['Romance'],5,2015,mid,5500000,0,863895,863895,-4636105,15.707181818181818
Me Before You,"Drama,Romance",Drama,['Romance'],6,2016,mid,20000000,56245075,152020123,208265198,188265198,1041.32599
Hitman: Agent 47,"Action,Adventure,Crime",Action,"['Adventure', 'Crime']",8,2015,mid,35000000,22467450,59715353,82182803,47182803,234.8080085714286
The D Train,"Comedy,Drama",Comedy,['Drama'],5,2015,low,3000000,669688,102678,772366,-2227634,25.74553333333333
Night at the Museum: Secret of the Tomb,"Adventure,Comedy,Family",Adventure,"['Comedy', 'Family']",12,2014,high,127000000,113746621,240010000,353756621,226756621,278.54852047244094
Locke,Drama,Drama,[],4,2014,low,2000000,1370646,717744,2088390,88390,104.4195
The Debt,"Drama,Mystery,Thriller",Drama,"['Mystery', 'Thriller']",8,2011,mid,20000000,31177548,15426506,46604054,26604054,233.02027
Long Shot,"Biography,Documentary",Biography,['Documentary'],5,2019,mid,40000000,30202860,13508171,43711031,3711031,109.2775775
The Boss,Comedy,Comedy,[],4,2016,mid,29000000,63077560,15574647,78652207,49652207,271.2145068965517
Game Night,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",2,2018,mid,37000000,69179066,48199018,117378084,80378084,317.23806486486484
The Secret Life of Pets,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",7,2016,high,75000000,368384330,518366204,886750534,811750534,1182.3340453333333
Fury,"Action,Drama,War",Action,"['Drama', 'War']",10,2014,high,80000000,85817906,124497775,210315681,130315681,262.89460125
Blackhat,"Action,Crime,Thriller",Action,"['Crime', 'Thriller']",1,2015,high,70000000,8005980,11659024,19665004,-50334996,28.09286285714286
Ida,Drama,Drama,[],5,2014,low,2600000,3827060,11471295,15298355,12698355,588.3982692307693
Everest,"Action,Adventure,Biography",Action,"['Adventure', 'Biography']",9,2015,high,65000000,43482270,177814791,221297061,156297061,340.4570169230769
Birth of the Dragon,"Action,Biography,Drama",Action,"['Biography', 'Drama']",8,2017,mid,31000000,6901965,318525,7220490,-23779510,23.29190322580645
Jungle Shuffle,"Adventure,Animation",Adventure,['Animation'],3,2015,mid,10000000,0,360898,360898,-9639102,3.60898
The Sleepwalker,Drama,Drama,[],11,2014,low,1100000,2636,0,2636,-1097364,0.23963636363636365
The Longest Ride,"Drama,Romance",Drama,['Romance'],4,2015,mid,34000000,37446117,26356811,63802928,29802928,187.6556705882353
The Christmas Candle,"Drama,Family",Drama,['Family'],11,2013,mid,7000000,1632000,301829,1933829,-5066171,27.62612857142857
Rosewater,"Biography,Drama",Biography,['Drama'],11,2014,mid,10000000,3128941,56776,3185717,-6814283,31.85717
Devil's Due,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",1,2014,mid,7000000,15821461,20324626,36146087,29146087,516.3726714285715
Sinister 2,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",8,2015,mid,10000000,27740955,26363270,54104225,44104225,541.04225
Faith Connections,"Biography,Documentary,Drama",Biography,"['Documentary', 'Drama']",9,2014,low,550000,9111,0,9111,-540889,1.6565454545454545
Veronica Mars,"Crime,Drama,Mystery",Crime,"['Drama', 'Mystery']",3,2014,mid,6000000,3322127,163256,3485383,-2514617,58.08971666666667
Thank You for Your Service,"Biography,Drama,War",Biography,"['Drama', 'War']",10,2017,mid,20000000,9479390,505926,9985316,-10014684,49.92658
Top Five,"Comedy,Romance",Comedy,['Romance'],12,2014,mid,12000000,25317379,684362,26001741,14001741,216.681175
The Opposite Sex,Comedy,Comedy,[],1,2015,low,3300000,0,50206,50206,-3249794,1.5213939393939395
Annihilation,"Adventure,Drama,Horror",Adventure,"['Drama', 'Horror']",2,2018,high,55000000,32732301,10338614,43070915,-11929085,78.31075454545454
Atlas Shrugged: Who Is John Galt?,"Drama,Mystery,Sci-Fi",Drama,"['Mystery', 'Sci-Fi']",9,2014,mid,5000000,851690,0,851690,-4148310,17.0338
Kingsman: The Secret Service,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",2,2015,high,94000000,128261724,276300000,404561724,310561724,430.38481276595746
United Passions,"Drama,History,Sport",Drama,"['History', 'Sport']",6,2015,mid,30000000,918,167914,168832,-29831168,0.5627733333333333
Furious 7,"Action,Crime,Thriller",Action,"['Crime', 'Thriller']",4,2015,high,190000000,353007020,1165715774,1518722794,1328722794,799.3277863157895
Rock Dog,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",2,2017,high,60000000,9420546,14727942,24148488,-35851512,40.24748
Mike and Dave Need Wedding Dates,"Adventure,Comedy,Romance",Adventure,"['Comedy', 'Romance']",7,2016,mid,33000000,46009673,29888427,75898100,42898100,229.99424242424246
A Haunted House 2,"Comedy,Fantasy",Comedy,['Fantasy'],4,2014,low,4000000,17329487,3877374,21206861,17206861,530.171525
Pitch Perfect 2,"Comedy,Music",Comedy,['Music'],5,2015,mid,29000000,184296230,103329238,287625468,258625468,991.8119586206897
Heli,"Crime,Drama,Romance",Crime,"['Drama', 'Romance']",12,2013,low,1000000,0,552614,552614,-447386,55.2614
Ride Along 2,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",1,2016,mid,40000000,90862685,33964631,124827316,84827316,312.06829
Wish I Was Here,"Comedy,Drama",Comedy,['Drama'],7,2014,mid,6000000,3591299,3000066,6591365,591365,109.85608333333334
Nightcrawler,"Crime,Drama,Thriller",Crime,"['Drama', 'Thriller']",10,2014,mid,8500000,32381218,17953200,50334418,41834418,592.1696235294118
Red Sparrow,"Action,Drama,Thriller",Action,"['Drama', 'Thriller']",3,2018,high,69000000,46874505,99077356,145951861,76951861,211.52443623188404
I Origins,"Drama,Romance,Sci-Fi",Drama,"['Romance', 'Sci-Fi']",7,2014,low,1000000,336472,515927,852399,-147601,85.2399
Manglehorn,Drama,Drama,[],6,2015,low,4000000,132270,665169,797439,-3202561,19.935975
Obvious Child,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",6,2014,low,1000000,3122616,201454,3324070,2324070,332.407
The Signal,"Drama,Mystery,Sci-Fi",Drama,"['Mystery', 'Sci-Fi']",6,2014,low,4000000,600896,2064426,2665322,-1334678,66.63305000000001
The Dressmaker,"Comedy,Drama",Comedy,['Drama'],9,2016,mid,11900000,2022115,22019502,24041617,12141617,202.0303949579832
John Wick,"Action,Crime,Thriller",Action,"['Crime', 'Thriller']",10,2014,mid,30000000,43037835,33197166,76235001,46235001,254.11666999999997
The Looking Glass,"Drama,Music",Drama,['Music'],10,2015,low,300000,1711,0,1711,-298289,0.5703333333333334
R100,"Comedy,Drama",Comedy,['Drama'],1,2015,mid,5500000,24956,0,24956,-5475044,0.4537454545454545
The Lazarus Effect,"Horror,Mystery,Sci-Fi",Horror,"['Mystery', 'Sci-Fi']",2,2015,mid,5000000,25801570,12557740,38359310,33359310,767.1862
American Heist,"Action,Crime,Drama",Action,"['Crime', 'Drama']",7,2015,mid,10000000,0,2341218,2341218,-7658782,23.41218
Higher Power,"Action,Sci-Fi,Thriller",Action,"['Sci-Fi', 'Thriller']",5,2018,low,500000,528,0,528,-499472,0.10560000000000001
Father Figures,Documentary,Documentary,[],12,2017,mid,25000000,17501244,3537197,21038441,-3961559,84.153764
A Most Violent Year,"Crime,Drama,Thriller",Crime,"['Drama', 'Thriller']",12,2014,mid,20000000,5749134,3097741,8846875,-11153125,44.234375
The Transporter Refueled,"Action,Adventure,Crime",Action,"['Adventure', 'Crime']",9,2015,mid,22000000,16029670,53668825,69698495,47698495,316.8113409090909
Zootopia,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",3,2016,high,150000000,341268248,678161368,1019429616,869429616,679.6197440000001
Focus,Comedy,Comedy,[],2,2015,high,65000000,53862963,114202737,168065700,103065700,258.5626153846154
Greater,"Biography,Family,Sport",Biography,"['Family', 'Sport']",8,2016,mid,9000000,2000093,0,2000093,-6999907,22.223255555555554
Happy Christmas,"Comedy,Drama",Comedy,['Drama'],7,2014,low,70000,30312,0,30312,-39688,43.30285714285714
Hot Pursuit,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",5,2015,mid,35000000,34580201,11091311,45671512,10671512,130.49003428571427
Alvin and the Chipmunks: The Road Chip,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",12,2015,high,90000000,85886987,163630969,249517956,159517956,277.2421733333333
The Purge: Anarchy,"Action,Horror,Sci-Fi",Action,"['Horror', 'Sci-Fi']",7,2014,mid,9000000,71562550,39972331,111534881,102534881,1239.2764555555555
Batman v Superman: Dawn of Justice,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",3,2016,high,250000000,330360194,537140087,867500281,617500281,347.0001124
Dolphin Tale 2,"Drama,Family",Drama,['Family'],9,2014,mid,36000000,42024533,15800000,57824533,21824533,160.62370277777777
A Hologram for the King,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",4,2016,mid,35000000,4212494,7633516,11846010,-23153990,33.84574285714286
The Theory of Everything,"Biography,Drama,Romance",Biography,"['Drama', 'Romance']",11,2014,mid,15000000,35893537,87434155,123327692,108327692,822.1846133333333
The Hundred-Foot Journey,"Comedy,Drama",Comedy,['Drama'],8,2014,mid,22000000,54235441,40035047,94270488,72270488,428.50221818181814
Camp X-Ray,"Drama,War",Drama,['War'],10,2014,low,1000000,9837,91216,101053,-898947,10.1053
The Water Diviner,"Drama,History,War",Drama,"['History', 'War']",4,2015,mid,22500000,4200117,26854610,31054727,8554727,138.02100888888887
Shame,Drama,Drama,[],12,2011,mid,6500000,4002293,16410548,20412841,13912841,314.0437076923077
The Lego Ninjago Movie,"Action,Adventure,Animation",Action,"['Adventure', 'Animation']",9,2017,high,70000000,59281555,63455646,122737201,52737201,175.33885857142857
Criminal,"Action,Crime,Drama",Action,"['Crime', 'Drama']",4,2016,mid,31500000,14708696,24062566,38771262,7271262,123.08337142857143
The Jungle Book,"Adventure,Drama,Family",Adventure,"['Drama', 'Family']",4,2016,high,175000000,364001123,598853424,962854547,787854547,550.2025982857143
Mortdecai,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",1,2015,high,60000000,7696134,22700000,30396134,-29603866,50.660223333333334
Hardcore Henry,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",4,2016,low,2000000,9252038,7935396,17187434,15187434,859.3717
The Past is a Grotesque Animal,"Biography,Documentary,Music",Biography,"['Documentary', 'Music']",6,2014,low,100000,20056,0,20056,-79944,20.055999999999997
Suffragette,"Biography,Drama,History",Biography,"['Drama', 'History']",10,2015,mid,14000000,4702420,29342489,34044909,20044909,243.1779214285714
Monster Trucks,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",1,2017,high,125000000,33370166,28272632,61642798,-63357202,49.3142384
Tusk,"Comedy,Drama,Horror",Comedy,"['Drama', 'Horror']",9,2014,low,3000000,1821983,65571,1887554,-1112446,62.91846666666666
Barfi,"Comedy,Romance",Comedy,['Romance'],9,2012,low,4600000,2804874,33947110,36751984,32151984,798.9561739130435
The Masked Saint,"Action,Biography,Crime",Action,"['Biography', 'Crime']",1,2016,low,3500000,182695,0,182695,-3317305,5.219857142857142
Crazy Rich Asians,"Comedy,Romance",Comedy,['Romance'],8,2018,mid,30000000,174532921,63566790,238099711,208099711,793.6657033333333
Road Hard,Comedy,Comedy,[],3,2015,low,1500000,113169,0,113169,-1386831,7.5446
Now You See Me 2,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",6,2016,high,90000000,65075540,263249467,328325007,238325007,364.80556333333334
Beyond the Lights,"Drama,Music,Romance",Drama,"['Music', 'Romance']",11,2014,mid,7000000,14618727,0,14618727,7618727,208.83895714285714
Unsullied,"Action,Horror,Thriller",Action,"['Horror', 'Thriller']",4,2016,low,1500000,510957,0,510957,-989043,34.0638
Hits,"Comedy,Drama",Comedy,['Drama'],2,2015,low,1000000,15156,0,15156,-984844,1.5155999999999998
Thunder and the House of Magic,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",9,2014,mid,34000000,4091,62578429,62582520,28582520,184.06623529411766
Trainwreck,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",7,2015,mid,35000000,110212700,30911197,141123897,106123897,403.2111342857143
Dawn of the Crescent Moon,"Drama,Sci-Fi,Thriller",Drama,"['Sci-Fi', 'Thriller']",7,2015,low,75000,8799,0,8799,-66201,11.732
Rock the Kasbah,"Comedy,Music,War",Comedy,"['Music', 'War']",10,2015,mid,15000000,3020665,365488,3386153,-11613847,22.574353333333335
